Model,Lambda_LWR,Best_Epoch,Test_MSE,Test_MAE,Test_RMSE,Test_STD_ERROR
PINN-LWR,0.01,4,0.007899348624050617,0.05416559427976608,0.08887827982162243,0.07118307799100876
